tenure_months,monthly_charges,has_tech_support,churn,contract_type_one-year,contract_type_two-year,has_internet_service_fiber,has_internet_service_none
34,117.76323365504722,0,0,False,True,False,False
40,90.66943803425148,1,1,True,False,True,False
37,36.1712778330108,1,1,False,False,False,True
60,115.1603562499788,0,1,False,False,True,False
59,78.92117234526205,0,0,False,False,True,False
20,116.08555767847795,1,1,False,False,False,True
10,85.35607255451929,1,1,True,False,False,False
47,109.57988575088416,0,0,False,True,False,False
53,61.607023555328006,1,0,True,False,False,False
58,65.39329617429904,0,1,False,False,False,True
66,72.14220423483239,1,0,False,False,True,False
31,107.8697583826076,1,0,False,True,False,True
43,63.36225869016739,0,1,True,False,False,True
49,77.4161999609583,1,1,False,False,True,False
60,106.76188661891324,0,1,False,False,True,False
14,107.68479982514565,1,0,True,False,True,False
65,103.09224908218503,0,0,False,False,False,False
1,79.93792222611017,1,0,False,False,False,False
58,94.81102411599356,1,0,True,False,True,False
42,56.05329178516477,1,0,False,True,True,False
69,23.939016288968663,0,1,False,False,False,False
28,67.64832078552703,0,0,False,False,False,True
21,52.1662471394747,1,0,False,True,True,False
6,60.73349205032607,1,1,False,False,False,True
25,22.023623263995045,0,1,False,True,True,False
60,66.87335268214602,1,0,False,False,True,False
45,29.9056434215988,0,1,False,False,True,False
71,30.66192728054235,1,0,False,False,False,False
60,25.205239836730712,0,0,False,False,False,False
16,75.9301872076827,0,0,False,False,False,False
36,87.17448404774834,1,0,True,False,False,False
61,82.88605853445021,0,0,False,False,True,False
25,74.82037727921517,1,1,False,False,True,False
36,105.89863910321168,1,0,False,True,False,False
26,62.74505332424855,0,1,True,False,True,False
2,109.09953746442648,0,0,False,False,False,True
50,48.15538627281957,0,1,False,False,True,False
21,31.88525784762372,0,0,True,False,True,False
42,90.23961425404268,1,0,False,False,True,False
3,56.3627748771157,1,0,False,False,True,False
1,102.9286677530514,1,0,True,False,False,False
60,22.397544737653167,0,0,False,False,False,False
9,41.500476827002856,1,1,False,False,False,False
39,101.40519264214296,0,1,False,False,False,False
40,58.44089309151849,1,0,True,False,False,False
46,23.55518775490551,0,0,False,False,False,False
13,108.1197339555641,1,1,False,False,True,False
10,85.66569566228452,0,1,False,False,False,False
22,107.39980116130832,0,1,False,False,False,True
11,113.50766159804688,0,1,True,False,True,False
28,61.5078129007799,0,1,False,False,True,False
4,44.98931948673648,1,0,False,True,True,False
6,39.071725300474526,1,0,False,False,False,True
16,38.06549020911703,1,0,False,False,False,True
68,85.50246964050899,1,1,True,False,False,True
33,46.11271444330771,1,0,True,False,True,False
2,64.03517738932523,0,0,False,True,False,False
10,87.26487394323712,0,1,False,False,False,True
50,72.04087646825987,0,0,False,False,True,False
60,105.96655476664752,0,0,False,False,False,False
71,106.22717293529392,0,0,True,False,True,False
70,111.07518127381472,1,0,False,False,True,False
42,97.71859094396096,1,1,False,False,True,False
37,84.1619998714409,0,1,False,True,False,False
25,79.91756352105779,1,0,False,False,False,True
14,53.69647878468298,0,1,False,False,True,False
14,91.76455863427428,0,0,False,True,False,False
60,34.95086395206961,1,0,False,True,True,False
33,79.73493009778531,0,0,False,True,False,False
61,61.04931145413418,1,0,False,False,False,True
35,109.47141047556129,1,0,False,False,True,False
42,32.155662951826905,1,0,False,False,True,False
67,23.56297953901393,1,0,False,False,True,False
39,36.42169582273459,0,1,False,False,True,False
45,50.83945919651461,0,0,False,False,True,False
26,73.75231002030485,1,1,False,False,False,False
33,32.15873495335269,1,0,False,False,False,False
4,107.93234248697198,1,0,False,True,False,False
47,90.28508233960324,1,0,True,False,True,False
38,115.43459516233008,1,0,False,False,False,False
8,87.981812521997,1,1,False,False,False,False
60,95.11483678225828,1,0,False,True,False,False
22,111.76331909217102,0,0,False,True,False,True
58,89.70911382607585,0,0,False,True,True,False
67,22.885791333612453,1,0,True,False,True,False
13,44.93757879958921,0,0,False,True,False,False
51,69.9822257748589,0,1,False,False,False,False
14,23.778296806459515,0,0,True,False,False,True
54,22.863119383565284,0,0,False,True,False,True
71,87.835062945502,0,0,False,False,True,False
63,101.58208510252952,0,0,True,False,False,True
58,100.94732096154344,0,1,False,False,True,False
70,60.8221822588232,0,0,False,False,False,False
19,21.36776511046441,1,0,False,True,False,False
55,45.03730507069777,0,0,False,False,False,False
41,87.37116477208488,1,1,True,False,True,False
5,87.94085575951298,0,1,False,False,True,False
63,61.40678257678165,1,0,False,False,True,False
33,98.07327300286696,0,1,False,False,False,True
2,92.2433423022413,1,0,False,False,True,False
15,50.41100073428369,0,0,False,False,False,True
15,30.45075626427241,1,0,False,True,True,False
9,71.8407544734576,0,1,False,False,False,True
31,77.70774426317655,1,1,True,False,False,False
68,111.7045590154476,1,1,True,False,False,True
12,51.82765461194804,0,1,True,False,False,False
25,70.00923357822333,0,0,False,False,False,True
42,82.37721906508528,0,0,True,False,False,False
23,30.482264094076555,1,0,False,False,False,True
39,97.2497846096314,1,0,True,False,False,False
63,59.8641335196384,1,0,False,True,False,True
8,25.12063491903291,1,0,True,False,False,True
38,107.78326035758144,0,0,True,False,False,False
2,91.40543306554574,0,0,False,False,False,True
47,108.13248894649516,0,0,True,False,True,False
20,45.07318260020544,1,0,False,True,True,False
54,80.1308363814704,0,0,True,False,True,False
37,26.875095208867734,1,1,False,True,True,False
64,49.15767695757653,0,0,False,False,False,False
32,87.95080227365554,1,0,False,True,True,False
9,55.12196306675697,0,1,False,False,True,False
58,117.40312249720638,1,0,False,False,False,False
54,114.49474208215044,0,0,False,True,True,False
3,32.91839178087495,0,1,False,False,True,False
25,43.5642331999687,1,0,False,False,False,False
53,86.19177301579263,1,0,False,False,False,False
10,59.075034770909326,1,0,False,True,True,False
10,38.26516187437723,1,1,True,False,True,False
25,76.44418416538133,1,0,False,True,False,False
59,35.3974129743829,1,1,True,False,False,False
28,37.91796746253226,1,0,True,False,False,False
27,54.12020723921535,0,0,True,False,True,False
47,68.02367134710266,0,0,False,False,True,False
40,58.73334208566924,0,0,False,False,False,False
61,30.02318781762861,0,0,False,False,False,False
3,94.75746360541105,0,1,True,False,False,True
1,35.54011287390155,1,0,False,False,True,False
14,57.22452951860714,1,0,True,False,False,True
54,69.61759261011153,1,0,False,False,True,False
52,38.56040639554332,1,1,False,False,True,False
46,54.94476407836283,1,1,False,False,False,False
49,101.10153749320692,1,0,False,False,False,False
39,88.59292207082196,0,0,True,False,False,False
17,24.796755857947588,0,1,False,False,False,False
57,35.76886720731473,0,0,False,False,False,False
72,74.50084157239405,1,0,False,False,False,False
17,118.52073259110938,0,1,True,False,True,False
45,31.61807750118909,0,0,False,True,True,False
34,33.70679425404481,0,0,True,False,False,False
68,61.591653293271605,0,1,False,False,True,False
21,52.12551734139125,1,0,False,True,True,False
21,105.62676535240811,1,0,False,False,True,False
45,95.1876244369191,0,1,True,False,True,False
3,110.59519191946444,1,0,True,False,False,False
9,38.5901711556267,1,0,False,False,True,False
54,51.52805131039226,1,0,True,False,False,False
6,64.30759329334488,0,1,False,False,False,False
51,82.23153564542642,0,0,False,False,True,False
3,108.20481860076988,0,0,False,True,True,False
44,89.74612672267268,1,1,False,False,False,False
46,77.99678202031428,1,0,False,True,False,False
63,112.21313255294103,1,0,False,False,False,False
46,39.84101011935627,1,0,False,False,False,False
21,23.65698123629582,1,0,True,False,True,False
63,115.6527749078009,0,0,False,False,True,False
18,71.12957462460346,0,1,False,True,False,False
64,109.5106225730092,1,0,True,False,False,True
4,87.30091009630523,0,1,False,False,True,False
66,106.62336228589224,0,0,False,False,True,False
23,79.10953805356141,1,1,True,False,True,False
6,55.90707790431512,1,1,True,False,False,False
67,47.59225530681031,0,0,False,True,False,True
27,96.54985004052996,0,1,False,False,True,False
4,116.5485657007934,0,0,True,False,True,False
2,67.52929765655082,1,0,True,False,True,False
26,20.877475506191782,1,0,False,True,True,False
47,89.56407534454081,1,0,True,False,False,True
15,88.275692473352,0,1,False,False,True,False
60,68.42130657597906,1,1,True,False,False,False
49,115.31110852819305,0,1,True,False,False,True
40,73.21111338370036,1,0,False,False,False,True
38,51.12452525785969,1,0,True,False,True,False
53,107.70272712616372,0,1,False,False,False,True
4,116.29759423644856,1,0,True,False,False,False
38,113.35018767024349,0,0,False,False,True,False
17,47.42618501588997,1,0,False,True,True,False
61,57.19947597891618,0,0,False,True,True,False
45,103.9566706475422,1,1,False,False,False,True
66,111.54768812183316,0,0,False,False,False,False
32,25.33401630051835,1,0,False,False,False,False
25,38.15079616214955,1,0,False,False,False,True
61,73.73348248430777,1,0,False,False,True,False
23,29.886633845601462,1,1,False,False,False,False
21,98.66525160763469,0,0,False,False,True,False
13,45.40211490955628,0,0,False,True,True,False
72,67.05446849512228,1,0,False,False,False,True
63,77.14113930442343,0,0,False,False,True,False
21,76.02414637830526,1,0,True,False,False,True
59,31.922857781785865,1,0,True,False,False,False
42,79.67388627799079,1,1,False,False,True,False
34,97.56546353260336,0,1,False,False,True,False
28,43.49291930291433,0,1,True,False,True,False
39,53.95648455635288,0,0,False,False,False,False
51,48.86663026754604,1,0,False,False,False,False
3,38.7173114926947,0,1,True,False,True,False
71,101.45079681305316,0,0,False,True,True,False
5,30.157454423538137,1,0,False,True,True,False
24,71.49473515144447,0,1,False,False,False,True
44,94.8396356209743,0,1,True,False,False,False
66,63.20247996337416,1,0,True,False,True,False
54,99.63001859676636,0,0,False,False,True,False
69,59.74879924226278,0,0,False,True,True,False
43,77.69221385996434,0,0,False,True,False,False
39,105.23653492620436,0,1,False,False,True,False
45,45.77400613115186,0,0,True,False,True,False
48,28.89755358693384,1,0,False,False,False,False
38,67.05007190896822,1,0,False,True,False,False
49,64.05366481233781,0,1,False,True,False,False
38,80.50714851807669,1,1,False,False,True,False
14,112.57885494945684,1,0,False,False,False,False
12,107.48819674421442,0,0,True,False,False,False
36,26.30751743429667,0,1,True,False,True,False
1,110.44739272812876,1,1,False,False,True,False
49,89.80743384786489,0,0,False,True,False,True
1,70.51167184706745,0,0,False,True,False,False
38,113.78272069923833,0,1,False,False,False,False
16,88.81744367222635,1,1,True,False,False,True
12,76.26541196713092,1,1,True,False,True,False
38,22.46636882980108,1,0,True,False,False,False
3,44.450749734442525,0,0,False,True,True,False
63,92.78558680501467,0,1,True,False,True,False
69,76.97078505699332,1,0,False,True,True,False
30,28.99672788609609,1,0,False,True,True,False
57,35.214788691951654,1,1,True,False,False,True
59,96.43992025625742,0,0,False,False,False,False
70,76.82083407874907,0,1,False,False,True,False
16,24.490949650873155,0,1,False,True,True,False
55,69.13490902687852,1,0,False,False,False,True
34,44.012662045151984,1,0,False,False,True,False
1,100.43203260971724,1,0,True,False,True,False
53,25.014402307181022,0,0,True,False,False,False
32,116.95265233240067,0,0,False,False,False,False
36,93.89920631562438,0,0,True,False,False,True
59,91.41215274023055,0,0,False,True,False,False
54,36.85146434591842,1,1,True,False,False,False
72,63.354310280380105,0,0,True,False,False,False
4,40.87425334283899,0,0,False,False,False,False
66,98.37029887609752,0,0,False,False,True,False
43,57.23378183853811,0,1,False,False,False,False
69,22.487588201460543,0,0,True,False,True,False
62,23.49058590731093,1,0,True,False,False,False
60,60.90077367362732,0,0,False,True,True,False
70,76.29815045152657,0,0,False,False,False,True
8,109.92503069815648,1,1,False,False,False,False
37,57.52411324969148,0,1,True,False,True,False
61,35.07928158323515,0,1,False,False,False,False
32,70.26398049755352,0,1,False,False,True,False
24,22.50041128505921,0,1,False,False,True,False
45,103.47984925799403,0,1,False,False,True,False
40,119.48130293037724,0,1,False,False,False,True
54,22.465605570689288,0,0,False,True,False,False
57,56.03781215565696,0,0,True,False,True,False
43,91.56355505577623,0,1,True,False,True,False
59,109.3206588550842,1,0,False,False,True,False
15,71.21699559338872,0,0,False,True,True,False
39,26.56279953357404,0,0,True,False,False,True
48,100.00544079513712,1,0,True,False,True,False
49,37.70709219159397,1,0,True,False,False,True
35,82.96412342324572,1,0,False,False,False,True
12,103.27790710232946,1,0,True,False,True,False
30,46.28142745529417,1,0,True,False,True,False
11,63.338084811494085,0,0,True,False,True,False
24,75.98831655769838,1,0,False,True,False,False
61,102.11236261177244,0,0,True,False,False,False
25,107.35596022726128,1,0,True,False,False,False
28,96.5063431365564,1,0,True,False,True,False
26,99.0407475882988,0,1,False,True,False,False
27,118.98921622398748,1,0,False,False,False,False
72,69.06096883117394,0,0,True,False,True,False
54,64.1506743289171,0,1,True,False,True,False
52,55.0718509454251,1,0,False,True,False,True
36,96.16749053941837,1,0,True,False,False,False
62,115.44476948529883,1,1,True,False,True,False
19,52.71916058289129,0,0,True,False,False,False
19,30.630582131295142,1,0,False,True,False,False
62,91.02433419272592,0,0,False,False,True,False
59,23.145719524602608,0,0,False,True,True,False
60,72.7624456838708,0,0,False,False,False,True
61,89.36348407276482,0,1,True,False,False,False
5,87.83931464059073,1,0,False,True,True,False
22,108.01313534336416,1,0,True,False,False,True
2,56.31891960908492,1,0,True,False,False,False
38,95.89319486146816,1,1,False,False,True,False
49,40.51828333951608,0,0,False,False,True,False
26,26.584216450865465,0,1,False,False,False,False
11,59.85996627184558,1,1,False,False,False,False
59,72.09913886493571,1,0,False,False,False,False
67,72.31780098395006,0,0,False,True,True,False
13,68.13103785582933,0,0,False,False,False,False
13,23.498248830806283,0,0,False,False,False,False
72,75.68906382730944,1,0,True,False,True,False
26,113.22678388381672,1,0,False,False,False,False
12,85.34319241743621,1,0,False,True,False,False
20,40.88888927148432,0,0,False,False,False,True
54,101.4796172659976,0,0,True,False,True,False
22,30.63884054140773,1,0,False,True,False,False
26,95.31997019142294,1,0,True,False,True,False
64,36.85691443921128,0,0,False,False,True,False
19,27.18075454454692,0,0,True,False,False,False
42,30.5778906894067,0,0,True,False,False,True
15,103.72399995154592,1,1,False,False,False,False
28,79.49160209188716,0,1,False,True,False,True
37,41.147032004974655,0,0,False,False,False,True
4,44.58271326332164,0,0,False,False,False,False
45,78.7366779457486,1,0,True,False,False,False
71,68.80601562696629,0,0,False,False,True,False
47,68.53448971344181,0,1,False,False,True,False
12,30.943040483597933,1,1,True,False,True,False
68,117.46092108632416,0,0,False,False,True,False
65,106.0930482578696,0,0,False,False,True,False
24,40.00089211127476,1,0,False,False,False,True
23,37.45839846763603,1,0,False,True,True,False
64,41.560906308219046,0,0,False,False,True,False
10,77.31279232725646,0,0,False,False,False,False
44,92.92664058366334,1,0,False,False,True,False
59,93.59844887570796,0,0,True,False,False,False
19,45.8506252147812,1,1,True,False,False,False
30,98.24416352001934,0,1,False,True,False,False
15,91.20634214091707,0,0,False,False,False,False
59,86.43754108515623,1,0,False,False,False,False
44,89.71398139457831,1,1,False,False,False,True
15,33.32267479843533,1,1,True,False,True,False
51,63.36969331069596,0,0,False,False,False,False
47,113.05620270355726,1,0,False,False,False,True
14,116.59029918658108,0,1,False,False,True,False
18,38.14976282708412,1,1,False,False,True,False
58,41.77991151164216,0,0,True,False,True,False
9,40.87458823986292,1,0,False,True,False,True
7,118.95648082378068,0,0,False,True,True,False
48,69.55091773306383,1,1,True,False,False,False
23,93.07068843628862,0,0,False,False,False,True
27,106.9768568013926,1,0,False,False,True,False
39,94.24575642135564,1,1,True,False,True,False
13,99.41627088376096,1,0,False,True,False,False
40,66.03861756750406,0,0,False,True,False,False
5,88.40248616920718,1,0,False,True,True,False
66,86.48077585802446,1,0,False,True,True,False
54,75.04303879471206,0,0,False,False,True,False
12,20.502550336531197,0,0,True,False,False,False
11,54.65779878757792,0,0,False,False,False,False
44,24.001313053512437,1,1,False,False,True,False
29,110.8887440386468,0,0,False,True,True,False
7,84.70701662588739,0,1,True,False,True,False
20,71.10047635445869,1,1,True,False,False,True
7,29.72542158555324,0,1,False,False,False,True
45,81.40311984486506,0,1,False,False,False,True
33,56.86206524982887,1,0,True,False,False,False
53,40.986467727912114,0,0,False,False,True,False
68,62.64438057143032,1,0,False,False,True,False
1,93.97963719360992,1,1,False,False,True,False
49,58.91230096150302,1,0,False,False,True,False
52,112.55443258622236,1,0,False,False,False,True
32,113.07112223325436,0,0,True,False,False,False
33,70.98740563064028,0,1,False,False,False,False
30,50.00304805954966,1,0,True,False,False,False
70,109.50327516051696,0,1,False,False,True,False
39,27.22717090113515,1,0,False,False,False,False
9,112.1727420531066,0,0,False,True,False,False
66,48.89578191407172,0,0,False,False,False,True
18,84.84975975472041,0,0,True,False,True,False
10,109.4538852240591,0,1,True,False,True,False
69,50.54442265484817,1,0,False,True,False,False
62,62.20052508457231,1,0,False,False,False,False
28,115.76634748089732,0,1,True,False,False,False
39,23.47421459223269,0,1,False,False,False,True
4,30.89716293039158,0,0,False,True,True,False
72,43.10361379470595,1,0,False,False,False,False
4,54.171187934168834,0,0,True,False,True,False
7,79.58075323899696,1,0,True,False,True,False
51,70.90021835367382,1,1,False,False,False,False
27,29.865737673280904,0,0,False,False,False,True
17,70.66912010062987,0,0,True,False,False,True
12,97.73021481439184,0,0,True,False,False,False
37,72.5202200230797,0,1,False,False,False,True
19,28.53687793265653,1,0,False,False,False,False
36,39.9728519122405,0,0,True,False,True,False
33,75.39417338546374,1,0,True,False,True,False
15,115.7819323813259,1,0,False,False,False,False
21,37.22183222070327,1,1,False,False,False,False
31,36.71000877656339,1,0,True,False,False,True
44,35.99132450241275,0,1,False,False,True,False
3,49.71171581278419,0,0,False,True,True,False
42,86.14408384507747,0,1,False,False,False,False
1,54.59495178632029,1,0,True,False,True,False
70,77.42703802570873,1,0,False,False,True,False
55,97.51907692939058,0,0,False,False,True,False
54,76.51732562239374,1,1,False,True,False,True
40,33.487484640804766,0,1,False,False,False,False
53,88.77730355454815,1,0,False,False,True,False
22,87.09747094857849,0,1,False,False,True,False
16,33.70596835365813,1,0,True,False,False,True
8,43.40281753068746,0,0,True,False,False,False
53,105.04529177837904,1,0,False,False,True,False
46,85.57962798997198,0,1,False,True,False,False
55,118.68106817987558,0,0,False,False,False,False
50,79.64100265846463,1,0,True,False,True,False
27,101.39839745733086,0,1,True,False,False,False
36,34.36916072617339,0,0,True,False,False,True
42,50.97724847240491,0,0,True,False,True,False
2,67.05414860459751,0,0,False,False,False,False
36,62.985636911121226,0,0,False,True,False,True
22,38.81841691679456,1,0,False,False,False,False
36,97.04893585012962,1,0,False,True,True,False
17,28.086974583210605,1,0,False,False,False,False
60,63.17029786564191,1,0,False,False,False,False
53,119.61468309333384,1,0,True,False,True,False
12,119.33727881601747,0,0,True,False,False,True
16,60.06578484379533,1,0,False,False,False,True
34,26.07692683962409,1,0,True,False,True,False
30,109.36486490904808,1,0,True,False,False,False
57,78.86436697160616,1,0,False,False,True,False
59,63.40710818159804,1,1,True,False,False,False
27,55.24754415956994,0,1,False,False,False,False
40,21.917291074989823,1,1,False,False,False,False
71,29.12505692822453,0,0,False,True,False,False
35,97.6640074372623,0,1,False,False,False,True
24,81.68840719663947,1,0,False,False,False,False
32,74.70281464244478,0,0,False,False,True,False
45,103.75627346763238,0,0,False,True,False,False
24,59.33528387477618,1,1,False,False,False,True
2,82.08326327741929,1,0,False,False,False,True
50,57.681960614797084,1,0,True,False,True,False
66,51.44766358665105,1,0,True,False,True,False
63,68.14353459576054,1,0,True,False,False,False
14,55.544946358047845,1,0,True,False,False,True
58,103.55707099645603,0,0,False,True,False,False
48,43.731416089475154,1,0,False,False,True,False
72,47.94424222358942,1,0,False,True,True,False
39,118.13282911384428,0,0,False,True,False,False
56,61.78561865221314,1,0,True,False,True,False
36,24.32136995499983,0,0,False,False,False,True
39,40.68410381435612,1,0,True,False,True,False
33,36.95201603294623,0,0,False,False,False,False
13,39.405388024560494,1,0,False,True,False,False
47,44.1206774628023,0,0,False,False,True,False
46,107.33694396494188,0,1,False,False,False,False
54,31.463994358570684,1,0,False,False,False,False
42,38.26948127113828,1,0,True,False,True,False
5,81.49341779171473,1,1,False,False,True,False
35,31.865570319625228,0,0,False,False,False,True
57,52.233331180047365,1,0,False,False,True,False
28,64.08551127025159,0,0,True,False,False,False
48,111.49319017702965,0,0,False,False,False,False
7,96.66978238334823,1,0,True,False,False,True
12,85.36029525352265,0,0,False,True,False,False
69,118.6180311608695,0,0,True,False,True,False
6,114.6707915033888,1,0,False,False,False,False
27,66.80608627954643,0,0,True,False,True,False
5,91.60934824899616,0,0,False,False,False,False
29,117.94198731378522,0,1,False,True,False,True
49,22.027997376742,0,0,False,False,False,True
45,69.81507202511483,0,1,False,False,True,False
58,21.162660128536665,1,0,False,False,False,True
21,87.39444490730234,1,0,False,False,False,True
24,118.32159866537458,0,1,True,False,False,False
11,40.85275402991877,0,0,False,False,True,False
21,101.14075027006562,1,1,True,False,False,True
29,23.89337072893712,0,1,True,False,True,False
67,54.38224912587524,0,0,True,False,False,True
55,102.6257729332069,1,0,True,False,False,False
22,27.76724132728386,0,1,False,True,False,True
29,66.03269847778328,1,1,False,False,False,True
41,57.11741206891131,1,0,False,True,False,True
22,25.5965557262007,0,0,False,False,False,False
61,50.347869801381904,1,0,True,False,False,False
21,28.0846801643254,1,0,True,False,False,False
47,53.893621993702624,0,1,True,False,True,False
51,114.6264493003082,0,1,False,False,False,False
56,55.390566721181706,1,0,False,True,False,False
1,68.02669256656274,0,1,False,False,True,False
30,119.76962186612135,0,1,False,False,False,True
38,38.266304885701366,0,0,False,True,False,False
9,113.45580725432818,1,0,False,False,False,False
35,54.53966620635961,1,1,False,False,False,True
66,91.40870226850174,0,1,False,False,False,False
46,95.03889270907015,1,0,False,True,False,True
11,87.90371654224398,0,1,False,False,False,False
38,88.1172550439505,1,1,False,False,True,False
64,58.72178570792048,0,0,False,False,False,False
45,70.97768447035125,1,0,False,False,False,True
65,64.81286994651595,0,0,False,True,False,True
51,95.84459569998644,1,0,True,False,True,False
66,72.49340842434675,1,0,False,False,True,False
23,90.5595789776492,1,1,False,False,True,False
61,90.593661771162,0,0,True,False,True,False
67,107.4251876684336,1,0,False,False,True,False
35,21.845641904302266,1,0,False,False,False,False
19,42.25297824988858,1,0,False,False,True,False
57,68.55662022834292,0,1,True,False,True,False
40,47.90602771799365,1,0,False,False,False,True
46,26.38260347097136,0,0,True,False,False,False
28,108.8592494623292,1,0,False,True,False,False
14,52.73766801153992,0,1,False,False,True,False
67,111.38147983362124,0,0,False,True,False,True
18,108.6932396317172,1,1,False,True,False,True
